LandisData "Climate Data" 

ClimateTable 

>>Eco	Time	Month	AvgMinT	AvgMaxT	StdDevT	AvgPpt	StdDev	PAR

eco2	1939	9	19.82	34.74	5.95	5.88	6.81	0.0

eco2	1939	10	10.44	49.3	5.45	-0.8	-0.32	0.0

eco2	1939	11	6.03	1.89	2.22	-6.39	-6.19	0.0

eco2	1939	12	0.3	6.78	2.3	-10.8	-10.37	0.0

eco2	1940	1	-9.8	7.42	NaN	-22.54	-22.6	0.0

eco2	1940	2	-3.6	21.44	2.48	-16.32	-15.94	0.0

eco2	1940	3	-1.8	26.97	4.68	-14.6	-14.17	0.0

eco2	1940	4	9.1	82.59	7.14	-4.11	-3.6	0.0

eco2	1940	5	16.73	57.67	5.44	1.67	2.75	0.0

eco2	1940	6	21.96	61.59	6.59	7.17	8.33	0.0

eco2	1940	7	26.17	105.7	7.77	10.99	11.89	0.0

eco2	1940	8	22.41	55.99	5.61	10.6	11.59	0.0

eco2	1940	9	21.43	49.73	4.66	6.94	7.98	0.0

eco2	1940	10	13.42	59.18	6.17	2.12	3	0.0

eco2	1940	11	-0.76	64.91	5.26	-9.91	-9.17	0.0

eco2	1940	12	-4.17	5.47	1.35	-15.72	-14.67	0.0

eco2	1941	1	-7.25	27.98	2.63	-18.92	-18.35	0.0

eco2	1941	2	-5.74	10.25	NaN	-19.15	-18.98	0.0

eco2	1941	3	0.59	18.84	3.58	-12.61	-12.26	0.0

eco2	1941	4	13.47	63.4	6.17	1.05	1.93	0.0

eco2	1941	5	20.47	63.81	6.93	5.59	6.96	0.0

eco2	1941	6	23.02	99.39	8.52	9.71	10.9	0.0

eco2	1941	7	27.2	89.39	6.35	12.86	13.7	0.0

eco2	1941	8	23.54	139.84	8.67	10.55	11.59	0.0

eco2	1941	9	18.82	138.73	8.71	7.49	8.39	0.0

eco2	1941	10	12.75	60.79	4.6	0.62	1.54	0.0

eco2	1941	11	2.72	5.15	1.73	-6.5	-5.75	0.0

eco2	1941	12	-2.42	10.59	1.99	-13.2	-12.31	0.0

eco2	1942	1	-4.43	10.51	NaN	-17.33	-15.91	0.0

eco2	1942	2	-4.44	7.17	0.4	-18.25	-17.25	0.0

eco2	1942	3	3.82	38.84	4.92	-7.7	-6.75	0.0

eco2	1942	4	15.85	44.96	6.09	-0.56	0.22	0.0

eco2	1942	5	16.81	91.82	6.82	1.36	2.44	0.0

eco2	1942	6	21.59	95.03	7.41	8.38	9.38	0.0

eco2	1942	7	24.5	78.67	6.67	10.35	11.45	0.0

eco2	1942	8	24.11	121.3	10.95	10.72	11.85	0.0

eco2	1942	9	17.08	50.3	5.51	4.25	5.35	0.0

eco2	1942	10	13.6	41.51	4.65	-0.33	0.22	0.0

eco2	1942	11	2.22	20.59	2.7	-8.97	-8.56	0.0

eco2	1942	12	-8.59	23.04	2.16	-18.53	-18.21	0.0

eco2	1943	1	-11.5	21.65	1.13	-24.09	-23.43	0.0

eco2	1943	2	-3.71	17.62	3.01	-19.84	-19.47	0.0

eco2	1943	3	-1.96	21	3.51	-16.92	-16.14	0.0

eco2	1943	4	10.5	38.93	5.18	-4	-3.25	0.0

eco2	1943	5	16.86	97.22	8	2.05	2.94	0.0

eco2	1943	6	23.19	130.72	8.08	8.85	10.05	0.0

eco2	1943	7	28.02	81.98	6.74	12.58	13.37	0.0

eco2	1943	8	24.67	132.89	8.19	10.78	11.95	0.0

eco2	1943	9	17.79	66.6	3.99	3.7	4.88	0.0

eco2	1943	10	14.29	41.17	5.31	-0.27	-0.18	0.0

eco2	1943	11	-0.38	27.95	2.88	-9.39	-8.59	0.0

eco2	1943	12	-3.53	5.3	0.76	-16.27	-15.06	0.0

eco2	1944	1	-2.26	7.9	1.71	-13.89	-12.87	0.0

eco2	1944	2	-4.57	7.89	NaN	-19.77	-19	0.0

eco2	1944	3	-0.72	26.71	3.34	-12.71	-12.02	0.0

eco2	1944	4	10.54	20.09	4.59	-4.7	-4.63	0.0

eco2	1944	5	19.07	129.5	8.39	4.55	5.37	0.0

eco2	1944	6	23.21	212.97	9.4	8.89	9.82	0.0

eco2	1944	7	24.79	103.26	8.49	11.46	12.57	0.0

eco2	1944	8	24.32	142.87	9.77	10.8	11.82	0.0

eco2	1944	9	18.2	60.64	7.11	6.41	7.24	0.0

eco2	1944	10	14.65	8.19	3.73	-0.19	0.32	0.0

eco2	1944	11	3.21	52.24	5.12	-3.03	-2.74	0.0

eco2	1944	12	-5.86	8.89	NaN	-16.32	-15.3	0.0

eco2	1945	1	-9.2	18.61	2.08	-20.11	-19.25	0.0

eco2	1945	2	-4.29	25.36	2.63	-18.53	-18.37	0.0

eco2	1945	3	7.31	50.51	5.01	-6.93	-6.7	0.0

eco2	1945	4	8.49	69.97	6.19	-4.12	-3.15	0.0

eco2	1945	5	14.99	32.52	4.49	-0.64	0.73	0.0

eco2	1945	6	19.96	88.66	6.59	6.29	7.05	0.0

eco2	1945	7	24.11	106.68	6.72	10.58	11.52	0.0

eco2	1945	8	24.1	99.08	7.59	10.62	11.83	0.0

eco2	1945	9	17.22	99.91	7.51	4.79	6.04	0.0

eco2	1945	10	12.31	21.13	3.8	-1.91	-1.22	0.0

eco2	1945	11	-0.32	30.88	3.09	-8.21	-7.57	0.0

eco2	1945	12	-8.48	20.91	1.95	-18.25	-17.69	0.0

eco2	1946	1	-7.84	21.19	0.36	-19.98	-19.21	0.0

eco2	1946	2	-7.3	18.33	2.83	-21.44	-20.96	0.0

eco2	1946	3	8.09	36.76	5	-6.2	-5.68	0.0

eco2	1946	4	12.59	46.18	4.98	-1.62	-0.7	0.0

eco2	1946	5	16.65	74.57	6.62	1.49	2.37	0.0

eco2	1946	6	22.5	159.83	8.33	8.07	8.92	0.0

eco2	1946	7	25.86	57.5	6.33	11.43	12.51	0.0

eco2	1946	8	23.54	63.54	6.53	9.36	10.07	0.0

eco2	1946	9	18.31	106.31	7.37	5.01	5.78	0.0

eco2	1946	10	12.05	123.41	7.03	-0.17	0.27	0.0

eco2	1946	11	2.83	44.3	3.85	-9.05	-8.63	0.0

eco2	1946	12	-6.58	30.28	3.08	-17.57	-17.12	0.0

eco2	1947	1	-5.23	8.97	0.57	-19.27	-18.3	0.0

eco2	1947	2	-7.04	9.63	0.93	-21.49	-20.72	0.0

eco2	1947	3	0.48	13.21	2.35	-13.32	-12.84	0.0

eco2	1947	4	7.72	66.25	5.89	-4.49	-3.76	0.0

eco2	1947	5	15.2	50.37	5.59	0.75	1.57	0.0

eco2	1947	6	20.37	96.92	8.23	7.31	8.05	0.0

eco2	1947	7	26.94	45.5	5.98	11.76	12.59	0.0

eco2	1947	8	26.29	110.58	7.71	13.1	14.26	0.0

eco2	1947	9	18.14	140.12	7.37	5.17	6.02	0.0

eco2	1947	10	17.37	24.58	4.72	4.03	4.59	0.0

eco2	1947	11	-1.37	57.28	4.21	-10.2	-9.62	0.0

eco2	1947	12	-6.12	15.37	1.85	-16.83	-16.78	0.0

eco2	1948	1	-9.69	21.71	1.14	-24.46	-24.45	0.0

eco2	1948	2	-6.87	22.82	3.23	-22.54	-21.95	0.0

eco2	1948	3	0.65	33.86	3.44	-13.77	-13.16	0.0

eco2	1948	4	11.59	105.37	5.89	-2	-1.26	0.0

eco2	1948	5	18.74	23.7	4.71	1.55	2.76	0.0

eco2	1948	6	22.15	71.89	7.93	7.96	8.8	0.0

eco2	1948	7	25.62	108.95	8.03	11.05	12.07	0.0

eco2	1948	8	25.37	62.46	6.48	10.58	11.18	0.0

eco2	1948	9	22.6	13.28	5.14	6.49	7.22	0.0

eco2	1948	10	14.16	20.61	4.04	-0.41	0.16	0.0

eco2	1948	11	2.11	38.84	3.7	-6.61	-6.36	0.0

eco2	1948	12	-5.51	32.91	3.03	-18.17	-18.24	0.0

eco2	1949	1	-7.23	30.55	3.25	-19.64	-19.24	0.0

eco2	1949	2	-7.24	13.11	1.51	-22.77	-22.54	0.0

eco2	1949	3	-0.42	28.93	2.87	-13.98	-13.25	0.0

eco2	1949	4	13.15	16.53	3.36	-2.67	-2.19	0.0

eco2	1949	5	18.92	100.76	8.48	2.96	4.01	0.0

eco2	1949	6	24.4	98.18	7.83	9.55	10.66	0.0

eco2	1949	7	25.25	179.02	12.15	12.06	13.01	0.0

eco2	1949	8	25.52	66.58	6.83	11.75	12.84	0.0

eco2	1949	9	17.84	34.48	4.51	4.01	4.83	0.0

eco2	1949	10	12.76	116.9	6.57	0.18	1.31	0.0

eco2	1949	11	2.96	29.85	3.71	-6.17	-5.35	0.0

eco2	1949	12	-6.19	24.09	3.47	-18.38	-17.16	0.0

eco2	1950	1	-12.28	47.83	3.33	-27.04	-26.6	0.0

eco2	1950	2	-4.88	7.39	NaN	-20.39	-20.21	0.0

eco2	1950	3	-1.88	52.33	4.02	-16.36	-15.22	0.0

eco2	1950	4	3.75	85.17	5.22	-7.01	-6.07	0.0

eco2	1950	5	15.12	123.52	7.89	1.19	2.33	0.0

eco2	1950	6	22.67	91.8	8.29	7.46	8.81	0.0

eco2	1950	7	23.68	93.88	7.33	9.77	11.05	0.0

eco2	1950	8	21.78	48.87	6.04	7.11	8.38	0.0

eco2	1950	9	19.3	56.94	6.97	5.74	6.78	0.0

eco2	1950	10	12.96	62.95	5.77	1.03	1.71	0.0

eco2	1950	11	-0.17	28.05	3.73	-11.24	-10.2	0.0

eco2	1950	12	-8.79	23.98	1.87	-21.27	-20.58	0.0

eco2	1951	1	-9.1	11.08	0.95	-23.7	-22.98	0.0

eco2	1951	2	-5.15	40.82	2.72	-17.54	-17.49	0.0

eco2	1951	3	-1.57	40.69	4.74	-14.53	-14.11	0.0

eco2	1951	4	8.53	45.94	4.66	-3.48	-3.02	0.0

eco2	1951	5	20.46	58.69	6.6	4.36	5.58	0.0

eco2	1951	6	21.07	102.15	6.91	7.51	8.38	0.0

eco2	1951	7	24.87	73.97	6.62	10.41	11.6	0.0

eco2	1951	8	20.71	146.02	9.02	9.15	10.41	0.0

eco2	1951	9	15.6	121.1	6.54	4.14	5.18	0.0

eco2	1951	10	10.43	81.78	5.7	-0.44	0.39	0.0

eco2	1951	11	-1.5	24.31	3.98	-12.02	-11.12	0.0

eco2	1951	12	-7.78	31.07	5.32	-18.95	-18.11	0.0

eco2	1952	1	-7.93	17.53	2.43	-22.71	-22.29	0.0

eco2	1952	2	-1.65	2.79	0.94	-14.25	-13.51	0.0

eco2	1952	3	-0.16	31.4	3.18	-13	-12.58	0.0

eco2	1952	4	14.96	27.46	3.99	-2.01	-1.33	0.0

eco2	1952	5	19.19	17.26	4.52	2.39	3.34	0.0

eco2	1952	6	23.94	125.56	8.03	9.62	10.71	0.0

eco2	1952	7	25.38	171.73	9.72	11.47	12.56	0.0

eco2	1952	8	23.38	116.68	7.5	9.63	10.66	0.0

eco2	1952	9	19.36	16.57	4.18	5.88	6.89	0.0

eco2	1952	10	10.48	7.3	2.87	-3.71	-2.91	0.0

eco2	1952	11	3.28	25.24	4.22	-6.97	-6.35	0.0

eco2	1952	12	-3.01	5.03	1.62	-12.02	-11.35	0.0

eco2	1953	1	-6.69	26.76	2.66	-18.96	-18.29	0.0

eco2	1953	2	-4.68	11.87	1.72	-18.68	-18.33	0.0

eco2	1953	3	1.83	31.82	3.86	-10.1	-9.44	0.0

eco2	1953	4	8.12	47.43	5.88	-3.91	-3.01	0.0

eco2	1953	5	17.67	130.8	8.18	2.25	3.32	0.0

eco2	1953	6	23.12	124.57	8.91	9.24	10.74	0.0

eco2	1953	7	25.06	160.03	8.02	11.06	12.2	0.0

eco2	1953	8	25.45	149.7	8.58	11.91	12.99	0.0

eco2	1953	9	18.34	81.21	6.35	5.96	6.8	0.0

eco2	1953	10	17.04	15.43	4.45	2.17	2.95	0.0

eco2	1953	11	5.37	39.7	4.09	-5.48	-4.65	0.0

eco2	1953	12	-4.75	27.15	3.46	-16.89	-16.12	0.0

eco2	1954	1	-10.55	33.66	2.72	-24.08	-23.83	0.0

eco2	1954	2	1.51	22.1	3.75	-12.22	-11.23	0.0

eco2	1954	3	0.27	36.32	2.87	-14.15	-12.91	0.0

eco2	1954	4	9.25	74.2	5.36	-4.1	-3.13	0.0

eco2	1954	5	13.6	97.9	6.16	1.16	2.23	0.0

eco2	1954	6	23.32	69.16	5.9	9.65	10.66	0.0

eco2	1954	7	25.61	68.3	8.28	11.01	12.25	0.0

eco2	1954	8	23.81	47.86	6.2	9.49	10.53	0.0

eco2	1954	9	16.9	91.93	6.5	6.16	6.82	0.0

eco2	1954	10	10.76	33.11	4.87	-0.34	0.41	0.0

eco2	1954	11	4.01	23.38	2.99	-5.23	-4.65	0.0

eco2	1954	12	-3.53	3.72	0.84	-12.78	-11.75	0.0

eco2	1955	1	-7.77	18.59	1.11	-20.33	-19.78	0.0

eco2	1955	2	-6.22	34.31	3.89	-21.42	-21.29	0.0

eco2	1955	3	-1.02	31.09	3.61	-18.27	-17.31	0.0

eco2	1955	4	14.65	25.91	5.46	0.62	0.97	0.0

eco2	1955	5	20.6	92.36	7.05	4.8	5.8	0.0

eco2	1955	6	23.49	83.63	7.19	9.99	10.75	0.0

eco2	1955	7	27.25	229.68	8.51	14	15.01	0.0

eco2	1955	8	26.25	60.29	5.55	13.01	13.73	0.0

eco2	1955	9	18.4	104.35	6.18	5.66	6.33	0.0

eco2	1955	10	13.33	42.55	3.85	0.41	0.88	0.0

eco2	1955	11	-2.02	44.07	3.5	-12.08	-11.33	0.0

eco2	1955	12	-8.78	22.4	2.17	-21.32	-20.97	0.0

eco2	1956	1	-5.9	21.63	3.02	-18.97	-19.49	0.0

eco2	1956	2	-5.11	8.03	0.44	-21.82	-21.95	0.0

eco2	1956	3	-0.29	18.8	3.69	-15.01	-14.27	0.0

eco2	1956	4	7.84	46.74	4.69	-5.02	-4.26	0.0

eco2	1956	5	16.77	55.4	6.78	1.84	3.07	0.0

eco2	1956	6	24.93	25.88	5.56	9.99	11.31	0.0

eco2	1956	7	23.26	59.13	7.11	9.37	10.43	0.0

eco2	1956	8	23.59	119.65	7.97	9.67	10.81	0.0

eco2	1956	9	17.31	47.99	4.65	3.41	4.13	0.0

eco2	1956	10	16.63	48.39	4.82	2.26	2.75	0.0

eco2	1956	11	2.32	31.35	4.66	-7.08	-6.29	0.0

eco2	1956	12	-4.47	28.19	2.6	-17.22	-16.28	0.0

eco2	1957	1	-11.78	6.58	0.92	-26.04	-25.25	0.0

eco2	1957	2	-5.16	24.44	2.03	-20.15	-19.47	0.0

eco2	1957	3	1.69	29.6	3.33	-14.43	-13.71	0.0

eco2	1957	4	10.58	65.86	6.9	-3.36	-2.92	0.0

eco2	1957	5	18.25	64.58	5.95	2.49	3.35	0.0

eco2	1957	6	21.63	145.98	10.78	7.93	8.96	0.0

eco2	1957	7	26.85	147.69	7.64	12.75	14.07	0.0

eco2	1957	8	24.29	46.71	6.17	10.33	11.3	0.0

eco2	1957	9	17.86	84.67	7.48	4.43	5.34	0.0

eco2	1957	10	12.27	33.88	4.8	-0.08	0.53	0.0

eco2	1957	11	1.43	37.49	3.98	-6.67	-5.83	0.0

eco2	1957	12	-3.6	8.08	1.63	-14.94	-13.85	0.0

eco2	1958	1	-4.69	17.65	1.81	-16	-15.27	0.0

eco2	1958	2	-5.21	3.9	NaN	-20.38	-19.95	0.0

eco2	1958	3	3.68	12.86	2.18	-8.94	-8.89	0.0

eco2	1958	4	13.25	17.54	4.07	-2.13	-1.43	0.0

eco2	1958	5	19.53	48.35	5.56	1.95	2.83	0.0

eco2	1958	6	20.21	113.12	8.38	5.18	5.81	0.0

eco2	1958	7	24.23	148.8	6.95	10.33	11.03	0.0

eco2	1958	8	24.53	94.28	6.37	9.68	10.48	0.0

eco2	1958	9	18.64	94.95	6.36	6.92	7.53	0.0

eco2	1958	10	13.48	23.33	4.91	0.86	0.93	0.0

eco2	1958	11	3.04	54.08	5.52	-7.56	-6.88	0.0

eco2	1958	12	-9.69	20.43	1.59	-22.58	-20.9	0.0

eco2	1959	1	-11.34	8.64	NaN	-25.48	-24.67	0.0

eco2	1959	2	-5.51	6.53	0.69	-21.49	-20.74	0.0

eco2	1959	3	3.32	3.92	2.01	-10.99	-10.13	0.0

eco2	1959	4	10.78	17.44	3.68	-3.57	-2.88	0.0

eco2	1959	5	18.38	115.19	7.76	4.27	5.26	0.0

eco2	1959	6	23.98	90.87	8.39	9.46	10.33	0.0

eco2	1959	7	26.39	93.09	8.05	11.5	12.69	0.0

eco2	1959	8	25.57	119.33	8.66	12.43	13.2	0.0

eco2	1959	9	18.61	95.48	5.74	6.42	7.03	0.0

eco2	1959	10	8.4	46.87	5.17	-0.33	-0.12	0.0

eco2	1959	11	-2.64	20.81	2.9	-13.61	-12.83	0.0

eco2	1959	12	-0.62	16.01	2.85	-11.28	-10.74	0.0

eco2	1960	1	-6.79	18.42	1.75	-19.79	-19.63	0.0

eco2	1960	2	-4.06	3.57	NaN	-18.81	-18.75	0.0

eco2	1960	3	-1.85	6.16	1.35	-16.2	-16.1	0.0

eco2	1960	4	10.05	86.64	6.16	-2.57	-2	0.0

eco2	1960	5	18.35	100.89	6.11	3.13	3.69	0.0

eco2	1960	6	22.37	69.52	8.04	7.46	8.45	0.0

eco2	1960	7	26.49	95.64	6.65	10.66	11.75	0.0

eco2	1960	8	25.65	69.35	8.32	12.21	12.9	0.0

eco2	1960	9	19.64	64.29	5.63	6.38	7.04	0.0

eco2	1960	10	13.23	38.04	4.62	0.21	0.42	0.0

eco2	1960	11	3.09	32.4	3.48	-5.89	-5.55	0.0

eco2	1960	12	-6.41	18.97	2.87	-18.51	-17.72	0.0

eco2	1961	1	-8.15	5.94	NaN	-22.31	-21.56	0.0

eco2	1961	2	0.01	11.19	1.77	-14.17	-13.62	0.0

eco2	1961	3	5.31	24.74	2.82	-6.54	-5.89	0.0

eco2	1961	4	7.82	90.43	5.73	-4.42	-4.19	0.0

eco2	1961	5	18.43	68.66	6.35	1.43	2.01	0.0

eco2	1961	6	25.98	26.3	5.37	8.25	9.07	0.0

eco2	1961	7	26.01	101.14	7.64	11.13	11.94	0.0

eco2	1961	8	27.41	37.93	6.67	10.91	11.75	0.0

eco2	1961	9	18.71	128.38	8.55	6.24	6.74	0.0

eco2	1961	10	13.76	39.24	3.99	0.96	1.23	0.0

eco2	1961	11	2.31	22.06	2.63	-7.26	-6.86	0.0

eco2	1961	12	-6.45	22.43	2.62	-16.13	-16.18	0.0

eco2	1962	1	-10.41	16.23	2.46	-23.83	-23.03	0.0

eco2	1962	2	-7.39	26.84	3.48	-20.51	-19.79	0.0

eco2	1962	3	2.07	6.64	2.96	-8.8	-8.67	0.0

eco2	1962	4	9.32	57.06	5.7	-4.66	-4.04	0.0

eco2	1962	5	18.56	123.89	10.51	4.67	5.42	0.0

eco2	1962	6	22.84	73.38	8.14	7.87	9.04	0.0

eco2	1962	7	23.53	116.77	9	9.55	10.72	0.0

eco2	1962	8	24.77	89.21	6.72	9.89	10.92	0.0

eco2	1962	9	18.07	73.24	6.88	4.99	5.21	0.0

eco2	1962	10	14.24	11.66	3.65	1.06	1.68	0.0

eco2	1962	11	4.62	6.82	2.75	-4.54	-4.37	0.0

eco2	1962	12	-4.35	17.5	1.91	-16.42	-16.08	0.0

eco2	1963	1	-13.15	3.26	NaN	-25.01	-24.2	0.0

eco2	1963	2	-7.36	12.05	1.91	-22.07	-21.36	0.0

eco2	1963	3	4.62	37.49	3.41	-10.02	-8.81	0.0

eco2	1963	4	12.88	58.37	6.53	-2.47	-1.8	0.0

eco2	1963	5	17.16	86.47	7.09	2.34	3.31	0.0

eco2	1963	6	24.64	97.69	7.6	9.75	10.79	0.0

eco2	1963	7	26.76	105.69	7.07	12.4	13.26	0.0

eco2	1963	8	24.48	92.25	7.58	9.37	10.64	0.0

eco2	1963	9	20.55	56.47	4.76	6.98	7.69	0.0

eco2	1963	10	19.59	23.08	3.63	4.34	4.96	0.0

eco2	1963	11	5.67	34.61	3.8	-4.97	-4.89	0.0

eco2	1963	12	-8.8	15.38	2.18	-20.19	-19.84	0.0

eco2	1964	1	-3.43	13.7	2.14	-16.79	-16.45	0.0

eco2	1964	2	-1.9	7.48	1.68	-18.59	-17.62	0.0

eco2	1964	3	0.07	17.21	3.09	-14.78	-13.93	0.0

eco2	1964	4	11.68	76.83	7.77	-3.13	-2.13	0.0

eco2	1964	5	20.71	102.78	6.15	5.31	5.98	0.0

eco2	1964	6	22.6	138.86	9.07	7.98	8.94	0.0

eco2	1964	7	27.69	37.12	7	11.47	12.94	0.0

eco2	1964	8	21.8	124.83	7.64	8.74	9.88	0.0

eco2	1964	9	17.54	104.12	7.89	4.9	5.94	0.0

eco2	1964	10	12.51	15.02	3.47	-0.55	0.41	0.0

eco2	1964	11	3.3	28.03	3.68	-6.88	-6.06	0.0

eco2	1964	12	-8.33	35.79	2.58	-20.96	-19.75	0.0

eco2	1965	1	-9.18	12.83	NaN	-24.98	-24.17	0.0

eco2	1965	2	-7.77	16.72	NaN	-23.97	-22.44	0.0

eco2	1965	3	-2.54	58.48	4.31	-18.07	-17.42	0.0

eco2	1965	4	9.13	40.34	5.43	-2.46	-1.39	0.0

eco2	1965	5	18.47	99.92	7.74	4.24	5.15	0.0

eco2	1965	6	22.02	105.48	8.39	7.16	8.64	0.0

eco2	1965	7	23.98	74.96	6.43	10.1	11.22	0.0

eco2	1965	8	23.62	74.08	7.41	8.85	10.36	0.0

eco2	1965	9	13.43	166.64	8.6	3.15	3.94	0.0

eco2	1965	10	12.91	66.08	4.7	1.05	1.66	0.0

eco2	1965	11	1.95	78.43	4.95	-8.35	-7.71	0.0

eco2	1965	12	-2.38	40.94	4.2	-11.19	-10.7	0.0

eco2	1966	1	-13.25	19.79	0.49	-27.16	-27.17	0.0

eco2	1966	2	-5.35	18.39	2.07	-20.19	-19.52	0.0

eco2	1966	3	3.81	59.14	6	-8.61	-7.47	0.0

eco2	1966	4	6.9	66.13	5.73	-3.46	-2.8	0.0

eco2	1966	5	15.94	39.04	4.64	0.99	2	0.0

eco2	1966	6	23.97	84.06	6.56	9.09	10.16	0.0

eco2	1966	7	27.65	73.85	7.77	12.89	14.17	0.0

eco2	1966	8	23.15	168.2	9.69	9.98	10.81	0.0

eco2	1966	9	19.51	23.29	4.61	4.84	5.97	0.0

eco2	1966	10	12.19	65.85	5.86	-0.81	-0.09	0.0

eco2	1966	11	0.53	18.42	2.09	-9.6	-9.23	0.0

eco2	1966	12	-5.89	23.52	2.77	-17.17	-16.3	0.0

eco2	1967	1	-6.92	36.77	4.14	-19.72	-18.99	0.0

eco2	1967	2	-8.1	8.59	1.41	-25.37	-24.38	0.0

eco2	1967	3	2.46	24.69	3.79	-11.32	-10.68	0.0

eco2	1967	4	9.48	73.99	6.64	-3.47	-2.32	0.0

eco2	1967	5	15.25	32.27	4.96	-0.34	0.8	0.0

eco2	1967	6	22.18	124.69	9.08	8.59	9.44	0.0

eco2	1967	7	24.94	69.33	5.14	9.97	11.17	0.0

eco2	1967	8	23.77	54.2	5.32	8.39	9.9	0.0

eco2	1967	9	20.92	30.01	5.11	4.37	6.03	0.0

eco2	1967	10	10.98	31.69	5.22	-0.62	-0.1	0.0

eco2	1967	11	0.77	11.55	2.33	-8.69	-7.67	0.0

eco2	1967	12	-4.49	23.56	3.39	-15.35	-14.77	0.0

eco2	1968	1	-7.29	15.48	2	-20.53	-19.95	0.0

eco2	1968	2	-5.57	1.86	NaN	-20.87	-20.25	0.0

eco2	1968	3	6.74	41.82	4.83	-7.81	-7.11	0.0

eco2	1968	4	11.53	96.5	6.86	-2.03	-0.91	0.0

eco2	1968	5	15.87	64.87	5.95	2.89	3.67	0.0

eco2	1968	6	21.98	151.8	9.29	8.21	9.32	0.0

eco2	1968	7	24.46	81.25	6.89	11.19	12.16	0.0

eco2	1968	8	23.42	101.16	7.08	10.02	11.14	0.0

eco2	1968	9	19.12	97.6	7.41	6.9	7.59	0.0

eco2	1968	10	13.06	113.79	6.56	2.27	2.79	0.0

eco2	1968	11	2.01	12.22	2.36	-6.18	-5.46	0.0

eco2	1968	12	-7.24	50.95	4.77	-17.09	-16.65	0.0

eco2	1969	1	-9.64	70.78	5.32	-20.83	-21.19	0.0

eco2	1969	2	-3.78	5.97	1.77	-17.28	-16.07	0.0

eco2	1969	3	1.03	4.3	1.73	-14.15	-13.48	0.0

eco2	1969	4	12.32	43	5.25	-1.45	-0.8	0.0

eco2	1969	5	18.38	89.29	7.12	3.41	4.32	0.0

eco2	1969	6	18.95	65.03	6.72	5.28	6.17	0.0

eco2	1969	7	25.08	105.89	8.38	10.59	11.84	0.0

eco2	1969	8	27.11	83.16	6.36	11.34	12.59	0.0

eco2	1969	9	19.09	104.09	7.23	6.66	7.24	0.0

eco2	1969	10	8.73	60.69	7.38	-0.82	-0.56	0.0

eco2	1969	11	2.52	25.77	3.12	-7.37	-6.63	0.0

eco2	1969	12	-4.15	38.15	3.52	-13.15	-12.91	0.0

eco2	1970	1	-10.76	10.99	NaN	-23.52	-23.33	0.0

eco2	1970	2	-5.05	6.07	1.08	-20.47	-19.69	0.0

eco2	1970	3	0.57	22.41	3.89	-15.78	-15.2	0.0

eco2	1970	4	9.08	63.08	6.53	-2.77	-2.6	0.0

eco2	1970	5	15.37	68.01	5.99	2.89	3.4	0.0

eco2	1970	6	24.51	62.95	7.08	9.9	10.87	0.0

eco2	1970	7	27.86	65.44	6.23	12.33	13.19	0.0

eco2	1970	8	26.14	20.97	5.29	10.18	11.37	0.0

eco2	1970	9	19.27	54.78	6.11	6.39	6.74	0.0

eco2	1970	10	11.98	153.94	7.46	1.58	1.52	0.0

eco2	1970	11	0.91	58.28	3.76	-7.84	-7.17	0.0

eco2	1970	12	-6.79	34.3	3.69	-18.53	-18.47	0.0

eco2	1971	1	-12.62	19.89	1.94	-25.43	-24.81	0.0

eco2	1971	2	-4.38	41.65	2.59	-18.47	-18.02	0.0

eco2	1971	3	0.62	32.77	3.4	-13.2	-11.57	0.0

eco2	1971	4	11.13	25.34	4.63	-3.12	-2.47	0.0

eco2	1971	5	17.55	72.06	6.38	1.21	2.11	0.0

eco2	1971	6	25.01	128.49	7.38	10.22	11.27	0.0

eco2	1971	7	23.54	77.73	7.5	9.48	10.36	0.0

eco2	1971	8	24.38	71.31	5.78	8.7	9.89	0.0

eco2	1971	9	19.95	83.63	7.41	6.84	7.17	0.0

eco2	1971	10	13.65	163.83	9.39	2.99	3.68	0.0

eco2	1971	11	1.22	49.59	3.82	-7.25	-6.63	0.0

eco2	1971	12	-5.65	17.74	1.06	-16.8	-16.54	0.0

eco2	1972	1	-11.7	25.87	2.37	-26.08	-25.22	0.0

eco2	1972	2	-8.03	15.33	1.89	-22.03	-22.08	0.0

eco2	1972	3	-0.49	27.6	3.69	-13.53	-12.64	0.0

eco2	1972	4	8.07	42.44	5.14	-4.21	-3.72	0.0

eco2	1972	5	21.24	57.72	7.11	5.72	6.49	0.0

eco2	1972	6	24.07	73.25	6.39	7.92	8.77	0.0

eco2	1972	7	23.59	157.52	8.76	10.63	11.52	0.0

